marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,2102219,R1F5JILGOH7TSO,B004ZYV1L4,590155570,"Garland Rug Sparta Area Rug, 7-Feet 6-Inch by 9-Feet 6-Inch, Tan",Furniture,1,3,3,N,Y,Don't waste your money,"I've bought a lot of area rugs in my day and this one was by far the worst. The first time I swept it, the loops seemed to have come undone but I thought maybe it was just loose fibers. No. It has since snagged in several spots. It's in our bedroom so it doesn't even get walked on much at all. It looks awful and I couldn't be more unhappy. I  bought based off the previous reviews but the product they got must not have been this.  Don't waste your money.",8/31/2015
US,14659065,R20BBJV8IG89IA,B007EFKAYA,854813783,"DynastyMattress 8-INCH Thick Wood Box Foundation for memory foam, latex, and air mattresses",Furniture,4,0,0,N,Y,Four Stars,Once I put it together I was very pleased with how it looked. Thanks.,8/31/2015
US,2853080,RBOC5GGUWIVHK,B00E3V3XLK,907887202,"Furinno FNAJ-11109 Boyate TV Entertainment Stand, Walnut",Furniture,5,0,0,N,Y,Five Stars,Love them,8/31/2015
US,19163193,R2ZFE84XPJ5SL,B003CXSJMI,379340585,Prepac Monterey Cherry Queen Wood Platform Storage Bed 3 Piece Bedroom Set,Furniture,5,1,1,N,Y,Great Buy For the Money,"We bought this set for our guest bedroom and for when our older son decides he wants his own room.  I love the color of the wood and the style that it can be used as an good looking guest bedroom and is still nice for young teenager growing up just by changing decor and a comforter. It was easy to put together with an electric screwdriver, power drill, and hammer for my husband (probably would have been a nightmare for me). Being a cheaper bedroom set, which is what we wanted, it still has some particle board and I am not sure how this set will do when we move.<br />Pros:  Great bedroom suit for the money<br />  Should last a while, especially if you are not moving around.<br />  Wood feels solid<br />  Drawers slide in and out well<br />  Does not need box springs (platform bed)<br /><br />Cons: May not move move well (but if your movers are gentle, who knows).",8/31/2015
US,109648,R3MJG0RVHZ8H0D,B002VKFO30,579666087,LSU Tigers NCAA Bathroom Novelty Rug,Furniture,5,0,0,N,Y,Five Stars,My Aunt loved it. Thanks,8/31/2015
US,28007362,R2P3OUR1KPSX32,B003UVCWMU,826873400,Grip-It Ultra Stop Non-Slip Rug Pad for Rugs on Hard Surface Floors,Furniture,5,0,0,N,Y,Five Stars,Easy to trim and does its job.,8/31/2015
US,10624936,R2WE3Y3L7R50BZ,B00H4I6ZLE,440459326,"Solid OAK MISSION Wooden Platform Bed Frame-Hardwood, Beautiful Hand-rubbed Linseed Oil Finish, 40 Inch Tall Headboard - Made in USA",Furniture,5,0,1,N,Y,Great bed frame,Very nice frame for the price.  Easy to put together. Love it!,8/31/2015
US,17245522,R2Q57X9LXAG1ON,B00T2XF934,133834053,DHP Silver Screen Futon Bed,Furniture,2,2,2,N,Y,It is not a very sturdy bed and wiggles a lot,The piles came damaged. They are bent and dented in several places. It is not a very sturdy bed and wiggles a lot. It Squeaks A lot. Pay a little more and get a nicer bed.,8/31/2015
US,46977629,R2WRWPY4PI1RE5,B001DNZ0H6,930827737,Harbor View Computer Desk,Furniture,4,0,0,N,Y,Four Stars,A little smaller than what I was expecting.,8/31/2015
US,127512,RZG2B51K1KL8Q,B00QUEEXDU,639073032,"OFFICE CABINET - 48""L STORAGE CREDENZA",Furniture,4,0,0,N,Y,"unit is great, except the corners were a little beat up ...","unit is great, except the corners were a little beat up during shipping, other than that I love it. was simple to put together, it is particle board but for the price point its great. Shipping was fast as well and customer service is great.",8/31/2015
US,24116311,RO36JLQT1AHSW,B0017HF8XY,60378149,Sauder Orchard Hills Corner Entertainment Credenza - Carolina Oak,Furniture,5,0,0,N,Y,Five Stars,just what i was looking for,8/31/2015
US,38323457,RTNU1Q2QKI0WA,B003UIDGEQ,616751370,STRUCTURES by Malouf STEELOCK Super Duty Steel Wedge Lock Metal Bed Frame,Furniture,1,1,3,N,Y,Piece of junk!,"This frame was good for the first 6 months with the exception of how much it squeaked and the wheels didn't lock to keep the bed from rolling. After 6 months of owning this frame, the cheap plastic wheels broke and caused major damage to my hardwood floors! I am a renter so I guess I can say goodbye to my damage deposit & probably can expect to pay a lot of money to my landlord to fix the floor when I move! A good company would correct this problem. Now I have my mattress in the floor beside I can't use this product anymore. Piece of junk.",8/31/2015
US,12973293,R2JLP16774KL6P,B00FFU9P9C,899665901,Industrial Wood TV Stand Console,Furniture,2,2,2,N,Y,I would have given this piece a better review because it is a great color,"I would have given this piece a better review because it is a great color, looks looks exactly like the images and is a great value. However when it was delivered, it was missing all of the small dowels that connected the pieces together. Because we had guests coming to the house we needed to proceed with assembly so we ended up buying dowels to complete the project.",8/31/2015
US,39569256,RY6CZTHHY6952,B00GDJQ6Y6,104591052,Native American Area Rug Design Kingdom D 143 Blue,Furniture,5,2,2,N,Y,Nice area rug.,Quality rug. Rug is a plush cut pile style.  Was very pleased with quality as it was described as a weave.  When combined with a rug pad it looks and feels high quality.,8/31/2015
US,1207144,R30HX0EF20NEVD,B00PAQ4SN4,752388613,"SONGMICS Folding Storage Ottoman Coffee Table Foot Rest Stool, Faux Leather,",Furniture,1,5,7,N,Y,One Star,Looks cheap,8/31/2015
US,31633696,R2WE2CJIJ2ZXKH,B002D1E37A,197702311,Leick Chair Side End Table,Furniture,5,0,0,N,Y,This worked great. Excellent product,"Had a small area for a end table. This worked great. Excellent product, well built and very easy to assemble.",8/31/2015
US,35917764,R6947VOV4GPLC,B00BMC1X74,15771631,Sauder Carson Forge Lift Top Coffee Table,Furniture,3,0,0,N,Y,Three Stars,price was right,8/31/2015
US,13720995,R33AAZZTADS55S,B00H1O1F9S,720327428,DHP Carriage Bed,Furniture,4,0,0,N,Y,and I'm glad we bought it for our daughter,"It sure is fancy, and I'm glad we bought it for our daughter, but it sure was a pain to put it together. some of the arched bars didn't line up very well and it took a lot of work to bring them together. But in the end she will be happy.",8/31/2015
US,11447323,RCKK1415WCIMC,B001AHBSVM,491230052,"Cozy Sack 4-Feet Bean Bag Chair, Large",Furniture,5,0,0,N,Y,I was hesitant to purchase because of those reviews but refuse to purchase super expensive bean bags,Not sure what everyone is complaining about.  I was hesitant to purchase because of those reviews but refuse to purchase super expensive bean bags.  We bought two for my kids ages 11 and 6.  They are huge and great  My kids LOVE them,8/31/2015
US,42572276,R1EK4VPDE3IYGR,B00LO1Y2N0,707315289,"Home Dynamix Premium Collection Area Rug, 7'8"" by 10'7"", Black",Furniture,5,5,6,N,Y,Five Stars,very nice...,8/31/2015
US,51268529,R36WNXTBSFSHV3,B00S4QBRFO,275295244,Twin Loft Bed,Furniture,5,0,0,N,Y,Five Stars,Awesome quality,8/31/2015
US,9009447,R169DOVG8NP35K,B005HSGQT4,898748170,Coaster Furniture Cappuccino and Glass Accent Table,Furniture,3,0,0,N,Y,"Great style, good quality","Great style, good quality.  I am trying to use it as a food table but I don't think it likes to be moved often.  I am going to try some Loctite...probably fix the issue.",8/31/2015
US,4705686,R26NOXP3NMSG1R,B00MWTJA58,727159751,Classic Brands 8-Inch Cool Gel Memory Foam RV Mattress,Furniture,4,0,0,N,Y,Four Stars,Great bed for the price the chemical smell takes a while to go away but a very good value,8/31/2015
US,4233040,R1DTCPVTD9N9LQ,B00U9TSVJE,844843543,"Sleep Master 6"" Spring Mattress, Available in Multiple Sizes",Furniture,4,0,0,N,Y,Four Stars,Good for this price range,8/31/2015
US,25633702,RBW93ISRZMAJ0,B009LEIQXY,884913223,"ES Robbins EverLife 36-Inch by 48-Inch Extra High Pile Series Anchor Bar with Lip Vinyl Chair Mat, Clear",Furniture,5,0,0,N,Y,Much heavier than the others,"If you want to compare this with other mats, just look at the weight spec. This one is 13.2 pounds. All the others are half this weight. The extra weight means it is sturdier and will last longer. Don't worry about how it is shipped. Mine arrived well packaged and flattened out nicely.",8/31/2015
US,47379160,R1YLG82OUAMQRO,B010WM8VDI,207287510,Radiance Art Pattern Collection Contemporary Modern Red Silver Orange Yellow Black Wool Area Rug Rugs 1055Red,Furniture,5,2,4,N,Y,My boo and I are absolutely in love with it,"This purchase actually exceeded our expectations. My boo and I are absolutely in love with it, and it complements the house like none other! @whereisspyda on instagram,  you might can check out some of the pix",8/31/2015
US,10046449,R3F5KWLAF24WD7,B002YD8DQY,141071625,Convenience Concepts 3-Tier TV Stand for Flat Panel TV's up to 32-Inch or 80-Pound,Furniture,5,0,0,N,Y,Five Stars,"Works great, isn't too flashy. I love it.",8/31/2015
US,48004885,R2V7M7UP2JQUD4,B00LF9P2WQ,950962625,Tashara collection white tufted vinyl front bar table with acrylic crystal buttons and chrome accents and legs,Furniture,3,0,0,N,N,Three Stars,There ok ....,8/31/2015
US,20686639,R1KMLFK0CNKQKF,B00GI0H5JU,514255688,RoomDividersNow Muslin Hanging Room Divider Kits - For Rooms 3ft to 25ft Wide,Furniture,5,0,0,N,Y,Great product! Easy to install and high quality material,Great product! Easy to install and high quality material. Exactly what I was looking for: a room divider that is efficient and elegant at the same time!,8/31/2015
US,108866,R2XXWOC1VB0WQO,B00BXKFAJ2,327681341,Office Star Deluxe Oversized Executive Faux Leather Chair with Padded Arms,Furniture,4,0,0,N,N,Comfortable chair. very easy to set up,I bought the chair for my office and absolutely loves it. and the delivery was fast. thanks,8/31/2015
US,11580716,RRXT1LZBDYDO5,B00C0SDMAK,469333662,South Shore Libra Dresser,Furniture,4,0,0,N,Y,Four Stars,Had a small chip on the top of it.,8/31/2015
US,22533408,R84JFVS3PMG3J,B00HRM4VVI,978434782,Mainstays Twin over Twin Wood Bunk Bed,Furniture,5,1,1,N,Y,Awesome bunk beds,"Love these bunk beds! Awesome price, very well made and so pretty! My girls love them. Super easy to put together!",8/31/2015
US,4764847,R8DOP73Y7T725,B0049UCECE,388436903,Alera Elusion Series Mesh High-Back Multifunction Chair - Black,Furniture,4,0,0,N,Y,Excellent chair,"I have to say now that I have been using this chair for quite some time it remains just as comfortable today, as it did when first received. The amount of customizations and adjustments that can be made to this chair are a little overwhelming. I felt like Goldilocks trying to find the settings that were just right - LOL. When I did, I've been happy ever since. Also, I feel that my back feels less pain sitting in this chair for long periods of time vs. other chairs I've had in the past.",8/31/2015
US,22843486,R1SSCUM5B1HA9H,B00R3DEHEC,315701956,Oslo Round Bed King Size (Caramel),Furniture,5,0,0,N,Y,the feel of it is great. assembly was super easy,"its exactly what i wanted. arrived with no damage and on time. the feel of it is great. assembly was super easy. this thing is huge so you better have a very large space to fit it in. i wouldnt put too much weight on the outer edges, they feel sturdy and well built but i wouldnt risk it. the color is exactly what you see in the picture.",8/31/2015
US,15126925,R279DOEW54C85Q,B00KU5B0KY,143826965,Sauder Office Port Library Desk with Hutch in Dark Alder Finish,Furniture,4,1,1,N,Y,attractive and functional.,"Pleasantly surprised with this unit. It's very roomy underneath. The hutch does not have a very good way of attaching to the base. I opted to just set mine on top, with out using the screws. The 2 screws that are meant to attach it, just seemed like they would tear a chunk out of the hutch instead actually keeping it in place. Overall, it's a good value for the price.",8/31/2015
US,126530,RWUPFKNFXL8DR,B001D25TJQ,557382356,Cosco Resin 4-Pack Folding Chair with Molded Seat and Back,Furniture,5,0,0,N,Y,PERFECT!!!!,"Perfect, just what I wanted.  Great value, fast shipping.",8/31/2015
US,10567196,R45W09PMNHQSH,B004I2IFGM,450121699,Alera Wire Shelving Garment Rack/Coat Rack/Stand Alone Rack,Furniture,5,0,0,N,Y,"Great value, great rack",Incredible value. Works as promised and I've owned quite a few wire racks over the past 20 years. I initially bought this when I was living in a bedroom with no closets and am still using it when living in a bedroom with a small closet. I am able to hang all of my dress shirts and pants and have them readily available. The shelves are bonus storage.,8/31/2015
US,15690476,R378JXVHHREDKL,B00EZ5TB4W,848089547,"Sleep Innovations NEW Taylor 12-inch Gel Memory Foam Mattress, Made in the USA",Furniture,1,1,2,N,Y,One Star,Like sleeping in a oven. Heat trap.!,8/31/2015
US,20614641,R9QLJHN6DROMG,B009RPLSFK,103241541,Designer Floating Desk,Furniture,5,0,0,N,Y,"Yes, buy this!","Love this desk, was not bad at all to assemble.  My husband and I did this in just a little over an hour.  that includes finding the studs and mounting the bracket for it to rest on.  So much easier to clean under the desk and the dogs love that they can lay under the desk while we are on the computer.  Very nice troth for all the wires to be out of sight.  Clean and neat work area.",8/31/2015
US,35666778,R3SQZBISYRRS62,B003ZXA7FW,842639420,C-19 Burgundy/Mustard Round Braided Rug,Furniture,5,0,0,N,Y,Five Stars,Love it....Made well,8/31/2015
US,37114916,R2HB26WC5YAS46,B00CDU4P1A,912315380,Herman Miller Aeron Soft Caster Wheel for Hardwood Floors - 5 Casters,Furniture,5,0,0,N,Y,As Good as OEM at a Fraction of the price,"Product was exactly like the original, and was delivered ahead of the promise date.",8/31/2015
US,40388485,R3693R76M829Y,B00KDLQ4OC,668374931,Brand New Contemporary Flower Rust Gold Silver White Modern Squares Area Rug Rugs,Furniture,5,0,0,N,Y,classy,"looks great as my kitchen runner. 99 cents. pleased with my purchase.flat but well made tightly woven, not scratchy.",8/31/2015
US,39877914,RF9CP9TR99TAR,B00A3XTMSK,659600516,Altra Barrister Bookcase - Espresso,Furniture,2,0,0,N,Y,Two Stars,Complicated to Assemble and took hours! The parts are labeled properly just really hard to put together.It looks nice from across the room but if you get close it shows that there are spaces where the pieces just don't fit together nicely. The doors are problematic too for the same reason.,8/31/2015
US,11599687,R12C0889IMER7K,B007IO163Q,684868418,"13"" Sleep Master Euro Top Spring Mattress & Bi-Fold Box Spring Set",Furniture,4,0,1,N,Y,liking this bed,"Nice bed, pretty comfortable, and easy to put together...",8/31/2015
US,15624624,RTCRZARYY4LXX,B00E97HPLW,132456290,Flash Furniture Mid-Back Quilted Vinyl Swivel Task Chair,Furniture,5,52,54,N,Y,comfortable/easy assembly/cute color!,Everything I expected and more! The purple color is bright and adds a pop of color to my room. The chair was very easy to put together and it's so comfy to sit in. You can't beat the price either.,8/31/2015
US,42080099,R8HJ4CWQH7RX7,B000NPOOYU,553274589,Winsome Wood Luggage Rack,Furniture,5,0,0,N,Y,"Nice design, sturdy construction.",Does the job!,8/31/2015
US,2167798,R118K87HPHTVV3,B00P21TPN0,38761388,"Chill Sack - Bean Bags 6-Feet Bean Bag, Giant",Furniture,5,0,0,N,N,Love it,"We absolutely love this bean bag! It is the perfect size to fit me, my husband and our two kids comfortable while we're reading books or watching tv! It does take a few days to fully expand but when it does it's awesome...",8/31/2015
US,46510779,R2JBE3VJ5XOD1B,B001DKVC6M,442753120,Harbor View Computer Desk With Hutch,Furniture,5,0,0,N,Y,Five Stars,Great product. 4 1/2 hour assembly by experienced &#34;papa&#34;. Highly recommended.,8/31/2015
US,4884216,R2JOP3MGBFLD31,B0043JR5NO,605263795,Sheepskin Rug Double Pelt Natural White Fur 2x6,Furniture,5,0,1,N,Y,daughter loved this sheepskin,daughter loved this sheepskin...it was a christmas gift only wish i had bought two because i wanted to keep it for myself!!!!!!!!!!!,8/31/2015
US,48154172,R3SXYKP0X0LM1Q,B00BM2BRJ8,747665731,uxcell Screw On Furniture Glide Leveling Foot Adjuster 6mm x 15mm Thread Size 20 Pcs,Furniture,1,1,4,N,Y,Waste of money.,Did not fit either set of outdoor furniture.  Complete waste of money.,8/31/2015
US,43446867,R1FU54XLSCXUIY,B00CF2QUNM,5281173,King's Brand Black Metal Folding Luggage Rack With Nylon Belt,Furniture,4,0,0,N,Y,Basic but sturdy.,I got it last-minute for a friend who was visiting. Basic but sturdy.,8/31/2015
US,43901952,R3541NCTGFRVU8,B00D93AT24,923223295,"Roundhill Swivel Leather Adjustable Hydraulic Bar Stool, Set of 2",Furniture,5,0,0,N,Y,comfortable and affordable,"Stylish, comfortable and affordable.",8/31/2015
US,19809095,R27VHMDYU1RZCB,B00MY8L8LG,508705488,Modern Living Tulips Decorative Area Accent Rug,Furniture,5,0,0,N,Y,Five Stars,Terrific!,8/31/2015
US,42886865,R2IR6VI37O324I,B008VD05WG,72600830,COMPUTER DESK - LEFT OR RIGHT FACING CORNER,Furniture,5,0,0,N,Y,Great look!,We really like this desk. Great design and finishes. Excellent choice!,8/31/2015
US,13019751,R1PQCW68KLNRLM,B002KI77OM,942624980,Bedford Four Drawer Chest,Furniture,3,0,0,N,Y,Glue is your friend,The instructions were awful. We had to take some things apart for correction. I recommend using wood glue on all wooden dowels and placing glue where the wood meets together for a sturdy piece. We found this to wobble took it apart and glued each piece. It made a huge difference. Very solid now.,8/31/2015
US,26151560,R3N8VL6GOD5D6M,B003TPAV3E,987345451,Coaster Furniture Black Mobile Laptop Stand,Furniture,3,0,0,N,Y,Three Stars,DOES NOT WORK LIKE J WANTED IT TO BUT IT IS NICE,8/31/2015
US,48546660,R5NF54RF3ZQ57,B005FKMUHQ,38708443,DHP Emily Chrome Legs,Furniture,5,0,0,N,Y,Five Stars,Liked the fact that I could ship it to the dorms.,8/31/2015
US,27254203,R1VSUXSVA3MR9E,B00JJZ17PY,754438674,"Brentwood Home Cypress Mattress, Bamboo Derived Rayon Cover, Gel Memory Foam, Made in USA",Furniture,5,0,0,N,Y,A great bed that is exactly what you ordered,A great bed that is exactly what you ordered. Got here on time and was easy to open/set up.,8/31/2015
US,2393225,R3345HMX4QBSMD,B00GO8Y6BQ,841967916,Zinus Memory Foam 5 Inch Bunk Bed / Trundle Bed / Day Bed / Mattress,Furniture,5,0,0,N,Y,Good for College rooms,"Memory foam mattresses are always good. So far it is very comfortable but we will see, hopefully it will keep firm for a long time.<br /><br />One thing is it is quite thin (but enough for me). However this price with pretty good quality, can't except too much on quantity haha.<br /><br />Overall it is a good buy. :)",8/31/2015
US,13214979,R3OFB4P7Y8WR27,B00QBZ25R4,637686095,Tuft & Needle Mattress,Furniture,1,15,26,N,Y,Most painful mattress I've ever slept on,"This product was a complete disappointment. I ordered on Amazon to get expedited shipping and was excited to watch the vacuum-packed mattress unroll and inflate...  BUT the mattress is way too firm. I would say 8.5/10 firmness where 10 is a bare floor. On my back it hurts my back, neck and even hips. On my side it hurts my ribs and shoulders. On my stomach it hurts my ribs too. We're talking a stabbing pain that leads to lingering tension and wakes me up at night, if I even can fall asleep.  I tried to pair it with a thin-ish  memory foam topper; this didn't help. I'll try a more expensive one even though that kind of defeats the purpose of shelling out $500 for a non-IKEA mattress and if that doesn't work I will be returning ASAP.  About me: I am a 105 lbs 5'1&#34; Asian female. I suspect this product is good for a narrow band of white people near average weight and is NOT good for anyone more than 1.5 standard deviations from that average. My partner likes it and he is 140 lbs 5'9&#34;.   Ironically, I am not hard to please with mattresses. I've slept on primarily IKEA--spring and foam--for the past few years without problems (got this new one because of moving). Before that slept on used spring mattresses that I picked up for between $10 and $100, and family ones likely purchased from a department store. No mattress has ever caused me pain like this one.  I write this while sleeping on a folded up egg crate pad plus thin pillows on the floor at 5AM because I woke up in back pain at 3:30.",8/31/2015
US,42342267,R2GVQWDLYMUNY2,B00XHP7KOY,838137543,Merax Modern High Back Leather Executive Office Reclining Chair Napping Chair,Furniture,1,3,5,N,Y,I really hate giving a bad review on an item,"I really hate giving a bad review on an item, but this chair has to be the most uncomfortable chair I've ever sat in.  The first week was pretty good, but after that, it progressively declined.  I'm a medical transcriptionist, and I work a lot.  I started having neck problem and back problems, which I never did prior to using this chair.  I've purchased another chair from a local office supply and the physical problems are decreasing with the help of massages.<br /><br />I'm really sorry for this review.",8/31/2015
US,52695444,RN8MC9LIKR7Z9,B000GLRG1E,679099937,Fransisca Kitchen Cart,Furniture,5,1,1,N,Y,Perfect for what we needed,Perfect for what we needed. Good craftsmanship. My husband didn't have any problems putting it together. Love the fact that it has 2 dropleaf sides so the cart can be as big or small as you need!,8/31/2015
US,24043504,R15HYDFC2NBEPE,B000TDMUDS,542084820,Winsome Wood Beechwood End/Accent Table,Furniture,3,0,0,N,Y,They look nice but are very thin pieces of (I wouldn't even ...,"Cheaply made. Luckily we only need lamps to sit on top as the insides cannot hold anything, especially something heavy. They look nice but are very thin pieces of (I wouldn't even consider it wood but more like paper) sheet wood.",8/31/2015
US,25958622,R2HN6JAXUZO3RW,B00OOI3BEQ,822280737,Mid Back Mesh Ergonomic Computer Desk Office Chair,Furniture,5,0,0,N,Y,best comfortable chair ever,this chair is a amazing why i would commend this to anyone,8/31/2015
US,4962725,R3CYD44AYCFFEK,B00FOC2G6A,473288320,Studio Designs Futura Advanced Drafting Table with Side Shelf,Furniture,5,2,2,N,Y,Five Stars,Very sturdy table. Does the job and is easy to clean. I love mine,8/31/2015
US,15973168,R2VMGX9N44WVRY,B0047BA8VY,50348928,Flash Furniture HERCULES Series Big & Tall 1000 lb. Rated Fabric Stack Chair,Furniture,5,2,2,N,Y,well made,Well made and comfy.  I bought it for my adult autistic son who is so hard on chairs with his constant moving.,8/31/2015
US,43078946,R26P28P5U0IDO3,B00G6VM6M2,590164340,44in Hand Crafted Ming Style Elmwood Cabinet,Furniture,5,1,1,N,Y,... 2 of these Asian Ming chests and couldn't be happier with them,"I ordered 2 of these Asian Ming chests and couldn't be happier with them.  They are the perfect fit, and hold all my china and component parts. I hightly recommend this company and the product.<br />I used the white-glove delivery and was very impressed with their professionalism and the convenience with which they were delivered and set up.",8/31/2015
US,22622815,R1RDTN5XL25CH5,B00IIFW2L4,624839138,AmazonBasics Mid-Back Mesh Chair,Furniture,4,1,1,N,Y,Decent Office Chair,This chair is great!<br />+ The seat is very comfortable<br />+ The back provides a good amount of support<br />+ Oodles of height adjustment<br />+ Looks great<br />- The arms are rather hard<br />- The height of the arms are nonadjustable,8/31/2015
US,42708973,R2IEEBD54VVWCF,B00166GG3M,326805311,Walker Edison Coffee Table,Furniture,5,0,0,N,Y,Great table. Works perfectly in my small living room,Great table.  Works perfectly in my small living room.  I wish both top and bottom were clear glass but other than that no complaints.,8/31/2015
US,3669388,R1ATZVVBNLCFL3,B00CON2950,503805933,Roadhouse Casino Liquor up Front Poker in Rear Tin Sign 13 x 16in,Furniture,3,0,0,N,Y,Three Stars,normal,8/31/2015
US,5086754,RX1KGKNR9975N,B00MKBVZ6K,376627078,Queen Bed Metal Frame with Headboard and Footboard. Bed Furniture Made to Bring a Romantic Look to Any Bedroom. Sale. Beds with Whimsical Lines and Curves Are Elegant and Stunning. Bed Frames for Queen Beds. Platform Beds Modern Beds,Furniture,5,2,3,N,Y,Love it,Easily assembled and very attractive piece in my bedroom,8/31/2015
US,26367355,RQ10NLO8WDASV,B00MEO2KZI,321722369,Oxford File Cabinet With Pull out Shelf,Furniture,2,0,0,N,Y,What a nightmare assembling the cabinet. YES! You ...,What a nightmare assembling the cabinet. YES! You DO have to assemble the while thing. Cheap materials and I question the price/quality.,8/31/2015
US,14806991,R32ERTHO6ZIZ3V,B00GGT293K,700268746,Recliner-Handles Lane Replacement Flapper Style Recliner Release Handle for Lane and Action,Furniture,5,0,0,N,Y,Five Stars,Arrived quickly and works well.,8/31/2015
US,51911161,R1H7GOVTR6LOOC,B00ROAUKIG,366068243,Signature Design by Ashley Tellbane Black Sofa Table,Furniture,5,2,2,N,Y,great table,Wonderful!  My husband was looking for a console height set of shelves to match the bookcases in his office.  I stumbled across these and took a chance.. they are perfect.  He loves them.,8/31/2015
US,23803482,RYC2AR98TV7KO,B0051CMYCO,672025816,Modern Lack Coffee Table White,Furniture,5,0,0,N,Y,Five Stars,Amazing,8/31/2015
US,17121879,R29F02HY6VN4LV,B00PZ4X3GE,974324537,Rolling Foot Rest with Extra Storage,Furniture,5,1,1,N,Y,MY FAVORITE THINGS,"Been using these for years......very helpful if you have lots of little gadgets, nail prep stuff, beauty stuff, remotes, etc. etc. to keep by the sofa or your favorite chair.  LOVE IT!!",8/31/2015
US,15311376,RAK3WGZ4EGXJU,B00II67DVW,540492897,Home-it step stool Super quality Folding Step Stool for kids step stool 11 Inches.,Furniture,5,0,0,N,Y,Sturdy and a good height for my toddler to reach ...,"Sturdy and a good height for my toddler to reach the sink to wash hands, brush teeth, etc. I love that it folds up but it can pinch if you aren't careful.",8/31/2015
US,15506888,R1UL8P5LN9NSHX,B00Q9QBEP4,439344046,Foam-Padded Thick Waterproof Barstool Seat Cover Cushion with Slip Resistant Backing,Furniture,4,1,1,N,Y,Four Stars,fits perfectly snug around my stool.,8/31/2015
US,24655453,R27FG4XW16R3KC,B005QLJL26,554928143,DHP 3537496 Parsons Coffee Table,Furniture,5,0,0,N,Y,Good Table!!,"Great  table for the price before they raised it.  Very easy to assemble, no tools required.  I am bummed that the price went up because I was going to order another one.",8/31/2015
US,109507,R1QPMO86J7HKHG,B006MIUM20,941823468,"Zinus SC-SBBK-14NT-FR Smartbase Bed Frame Metal, Narrow Twin",Furniture,5,0,0,N,Y,Five Stars,It is good!,8/31/2015
US,16066728,R3I6R9VM5IA61S,B00HCZ0X9Y,202477713,"Best Price Mattress 6-Inch Memory Foam Mattress, Twin",Furniture,5,0,0,N,Y,Five Stars,good,8/31/2015
US,50222040,RHF58WN21N8ZF,B00IIFW2L4,624839138,AmazonBasics Mid-Back Mesh Chair,Furniture,4,0,0,N,Y,Four Stars,Comfortable and practical,8/31/2015
US,26622950,R3DBOBKTQ6U87N,B004LQ1RKQ,999119538,Signature Sleep Contour 8 Inch Independently Encased Coil Mattress with Low VOC CertiPUR-US Certified Foam,Furniture,5,0,0,N,Y,perfect to use to ship a kid a bed !,I ordered this for my son at off campus apt with the smartbase frame. he said its the most comfortable bed hes ever owned.  it arrived ontime and was easy to unpack and use ( watch the video),8/31/2015
US,42148894,R2T3G8R1CAKY1Q,B00B3ZANQW,276390582,"Sauder Linen Tower Bath Cabinet, Soft White Finish",Furniture,1,2,2,N,Y,:-((,Very dissatisfied with this product material is cheap. One of the panels were cracked at the bottom  very difficult to send back once it's open very unhappy customer  :-((,8/31/2015
US,48920160,R27Z7RJJYWIL2X,B005EGUIS4,424432986,"Sauder Palladia Panel TV Stand, Select Cherry Finish",Furniture,5,0,0,N,Y,Very nice,"This stand is beautiful, the color is great & it's very sturdy. I was home by myself when it was delivered, so in order to get it in the house & up the stairs, I had to open the box & carry 2 pieces at a time. It's THAT heavy. It also took me & my husband 5 hours to put together. But no regrets. It is a good piece of furniture.",8/31/2015
US,15086096,RBXEPK266ZPUB,B00DQKJIP4,959131723,"VIVA OFFICE High Back Mesh Executive Chair,with Adjustable Armrests,Headrest and Lumbar Pad",Furniture,5,0,0,N,N,Sooo Comfortable!,"This chair is definitely an upgrade from my previous one. Needless to say, I'm in love! It's so comfortable even after hours of sitting in it typing on my computer. The many adjustment features makes it easy for me to recline in a comfortable position, and the headrest and arm rest are very soft; I almost fell asleep! This is definitely my new favorite chair.",8/31/2015
US,43944034,R10FQZNZYBOLBX,B009AT8X9C,63578530,"Sauder Beginnings 3-Shelf Bookcase, Highland Oak",Furniture,4,0,0,N,Y,Good Value,"Easy to put together, and the instructions were very clear to understand",8/31/2015
US,17712309,R2CI6GHCQ0Z9OX,B007TLKL8O,123502066,Altra Deluxe Parsons Desk,Furniture,1,0,0,N,Y,Missing Parts...!,This desk did not come with the bag of parts to put it together... I'm currently waiting for what &#34;should take a week or so&#34; for the parts to come in. Right now it's just sitting in pieces... Don't waist your money if you would like it sooner rather than later!  Update: after receiving the parts this desk just didn't want to go together. A few pieces don't fit together quite properly and I can't get the hook screws out. It ended up being such a mess I put this desk on the side of the road. Amazon refunded my purchase. Thank goodness.,8/31/2015
US,45795325,RIPHJ5LNOFWBD,B0055DXKV8,3872824,"Big Joe XXL Fuf Foam Filled Bean Bag Chair, Comfort Suede, Steel Grey",Furniture,5,0,0,N,Y,One of my favorite Amazon purchases so far,"One of my favorite Amazon purchases so far. Very comfortable and can easily fix 3 people sitting on it. The way I see it, you could either buy a couch for 3 times the price that's not as comfortable, or get this. Only complaint is that it does have a bit of a smell for the first week that(much like any memory foam mattress) and it pretty darn annoying to &#34;fluff&#34; which they recommend doing fairly often to keep it's comfort.",8/31/2015
